provision_id,article_number,label,level,text,source_document
ART_52_P6,52,52(6),paragraph,"Where relevant, the market surveillance authorities shall cooperate with other market surveillance authorities designated on the basis of Union harmonisation legislation other than this Regulation, and exchange information on a regular basis.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_52_P7,52,52(7),paragraph,"Market surveillance authorities shall cooperate, as appropriate, with the authorities supervising Union data protection law. Such cooperation includes informing those authorities of any finding relevant for the fulfilment of their competences, including when issuing guidance and advice pursuant to paragraph 10 if such guidance and advice concerns the processing of personal data.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_52_P7_S1,52,52(7) subparagraph 1,subparagraph,Authorities supervising Union data protection law shall have the power to request and access any documentation created or maintained under this Regulation when access to that documentation is necessary for the fulfilment of their tasks. They shall inform the designated market surveillance authorities of the Member State concerned of any such request.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_52_P8,52,52(8),paragraph,"Member States shall ensure that the designated market surveillance authorities are provided with adequate financial and technical resources, including, where appropriate, processing automation tools, as well as with human resources with the necessary cybersecurity skills to fulfil their tasks under this Regulation.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_52_P9,52,52(9),paragraph,The Commission shall encourage and facilitate the exchange of experience between designated market surveillance authorities.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_52_P10,52,52(10),paragraph,"Market surveillance authorities may provide guidance and advice to economic operators on the implementation of this Regulation, with the support of the Commission and, where appropriate, CSIRTs and ENISA.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_52_P11,52,52(11),paragraph,"Market surveillance authorities shall inform consumers of where to submit complaints that could indicate non-compliance with this Regulation, in accordance with Article 11 of Regulation (EU) 2019/1020, and shall provide information to consumers on where and how to access mechanisms to facilitate reporting of vulnerabilities, incidents and cyber threats that may affect products with digital elements.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_52_P12,52,52(12),paragraph,"Market surveillance authorities shall facilitate, where relevant, the cooperation with relevant stakeholders, including scientific, research and consumer organisations.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_52_P13,52,52(13),paragraph,"The market surveillance authorities shall report to the Commission on an annual basis the outcomes of relevant market surveillance activities. The designated market surveillance authorities shall report, without delay, to the Commission and relevant national competition authorities any information identified in the course of market surveillance activities that may be of potential interest for the application of Union competition law.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_52_P14,52,52(14),paragraph,"For products with digital elements that fall within the scope of this Regulation which are classified as high-risk AI systems pursuant to Article 6 of Regulation (EU) 2024/1689, the market surveillance authorities designated for the purposes of that Regulation shall be the authorities responsible for market surveillance activities required under this Regulation. The market surveillance authorities designated pursuant to Regulation (EU) 2024/1689 shall cooperate, as appropriate, with the market surveillance authorities designated pursuant to this Regulation and, with respect to the supervision of the implementation of the reporting obligations pursuant to Article 14 of this Regulation, with the CSIRTs designated as coordinators and ENISA. Market surveillance authorities designated pursuant to Regulation (EU) 2024/1689 shall in particular inform market surveillance authorities designated pursuant to this Regulation of any finding relevant for the fulfilment of their tasks in relation to the implementation of this Regulation.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_52_P15,52,52(15),paragraph,"ADCO shall be established for the uniform application of this Regulation, pursuant to Article 30(2) of Regulation (EU) 2019/1020. ADCO shall be composed of representatives of the designated market surveillance authorities and, if appropriate, representatives of single liaison offices. ADCO shall also address specific matters related to the market surveillance activities in relation to the obligations placed on open-source software stewards.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_52_P16,52,52(16),paragraph,Market surveillance authorities shall monitor how manufacturers have applied the criteria referred to in Article 13(8) when determining the support period of their products with digital elements.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_52_P16_S1,52,52(16) subparagraph 1,subparagraph,"ADCO shall publish in a publicly accessible and user-friendly form relevant statistics on categories of products with digital elements, including average support periods, as determined by the manufacturer pursuant to Article 13(8), as well as provide guidance that includes indicative support periods for categories of products with digital elements.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_52_P16_S2,52,52(16) subparagraph 2,subparagraph,"Where the data suggests inadequate support periods for specific categories of products with digital elements, ADCO may issue recommendations to market surveillance authorities to focus their activities on such categories of products with digital elements.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_53_S1,53,53 introductory wording,unnumbered,"Where necessary to assess the conformity of products with digital elements and the processes put in place by their manufacturers with the essential cybersecurity requirements set out in Annex I, the market surveillance authorities shall, upon a reasoned request, be granted access to the data, in a language easily understood by them, required to assess the design, development, production and vulnerability handling of such products, including related internal documentation of the relevant economic operator.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_54_P1,54,54(1),paragraph,"Where the market surveillance authority of a Member State has sufficient reason to consider that a product with digital elements, including its vulnerability handling, presents a significant cybersecurity risk, it shall, without undue delay and, where appropriate, in cooperation with the relevant CSIRT, carry out an evaluation of the product with digital elements concerned in respect of its compliance with all the requirements laid down in this Regulation. The relevant economic operators shall cooperate with the market surveillance authority as necessary.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_54_P1_S1,54,54(1) subparagraph 1,subparagraph,"Where, in the course of that evaluation, the market surveillance authority finds that the product with digital elements does not comply with the requirements laid down in this Regulation, it shall without delay require the relevant economic operator to take all appropriate corrective actions to bring the product with digital elements into compliance with those requirements, to withdraw it from the market, or to recall it within a reasonable period, commensurate with the nature of the cybersecurity risk, as the market surveillance authority may prescribe.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_54_P1_S2,54,54(1) subparagraph 2,subparagraph,The market surveillance authority shall inform the relevant notified body accordingly. Article 18 of Regulation (EU) 2019/1020 shall apply to the corrective actions.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_54_P2,54,54(2),paragraph,"When determining the significance of a cybersecurity risk referred to in paragraph 1 of this Article, the market surveillance authorities shall also consider non-technical risk factors, in particular those established as a result of Union level coordinated security risk assessments of critical supply chains carried out in accordance with Article 22 of Directive (EU) 2022/2555. Where a market surveillance authority has sufficient reason to consider that a product with digital elements presents a significant cybersecurity risk in light of non-technical risk factors, it shall inform the competent authorities designated or established pursuant to Article 8 of Directive (EU) 2022/2555 and cooperate with those authorities as necessary.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_54_P3,54,54(3),paragraph,"Where the market surveillance authority considers that non-compliance is not restricted to its national territory, it shall inform the Commission and the other Member States of the results of the evaluation and of the actions which it has required the economic operator to take.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_54_P4,54,54(4),paragraph,The economic operator shall ensure that all appropriate corrective action is taken in respect of all the products with digital elements concerned that it has made available on the market throughout the Union.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_54_P5,54,54(5),paragraph,"Where the economic operator does not take adequate corrective action within the period referred to in paragraph 1, second subparagraph, the market surveillance authority shall take all appropriate provisional measures to prohibit or restrict that product with digital elements from being made available on its national market, to withdraw it from that market or to recall it.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_54_P5_S1,54,54(5) subparagraph 1,subparagraph,"That authority shall notify the Commission and the other Member States, without delay, of those measures.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_54_P6,54,54(6),paragraph,"The information referred to in paragraph 5 shall include all available details, in particular the data necessary for the identification of the non-compliant product with digital elements, the origin of that product with digital elements, the nature of the alleged non-compliance and the risk involved, the nature and duration of the national measures taken and the arguments put forward by the relevant economic operator. In particular, the market surveillance authority shall indicate whether the non-compliance is due to one or more of the following:",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_54_P6_a,54,54(6)(a),point,a failure of the product with digital elements or of the processes put in place by the manufacturer to meet the essential cybersecurity requirements set out in Annex I;,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_54_P6_b,54,54(6)(b),point,"shortcomings in the harmonised standards, European cybersecurity certification schemes or common specifications, as referred to in Article 27.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_54_P7,54,54(7),paragraph,"The market surveillance authorities of the Member States other than the market surveillance authority of the Member State initiating the procedure shall without delay inform the Commission and the other Member States of any measures adopted and of any additional information at their disposal relating to the non-compliance of the product with digital elements concerned, and, in the event of disagreement with the notified national measure, of their objections.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_54_P8,54,54(8),paragraph,"Where, within three months of receipt of the notification referred to in paragraph 5 of this Article, no objection has been raised by either a Member State or the Commission in respect of a provisional measure taken by a Member State, that measure shall be deemed to be justified. This is without prejudice to the procedural rights of the economic operator concerned in accordance with Article 18 of Regulation (EU) 2019/1020.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_54_P9,54,54(9),paragraph,"The market surveillance authorities of all Member States shall ensure that appropriate restrictive measures are taken in respect of the product with digital elements concerned, such as withdrawal of that product from their market, without delay.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_55_P1,55,55(1),paragraph,"Where, within three months of receipt of the notification referred to in Article 54(5), objections are raised by a Member State against a measure taken by another Member State, or where the Commission considers the measure to be contrary to Union law, the Commission shall without delay enter into consultation with the relevant Member State and the economic operator or operators and shall evaluate the national measure. On the basis of the results of that evaluation, the Commission shall decide whether the national measure is justified or not within nine months from the notification referred to in Article 54(5) and notify that decision to the Member State concerned.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_55_P2,55,55(2),paragraph,"If the national measure is considered to be justified, all Member States shall take the measures necessary to ensure that the non-compliant product with digital elements is withdrawn from their market, and shall inform the Commission accordingly. If the national measure is not considered to be justified, the Member State concerned shall withdraw the measure.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_55_P3,55,55(3),paragraph,"Where the national measure is considered to be justified and the non-compliance of the product with digital elements is attributed to shortcomings in the harmonised standards, the Commission shall apply the procedure provided for in Article 11 of Regulation (EU) No 1025/2012.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_55_P4,55,55(4),paragraph,"Where the national measure is considered to be justified and the non-compliance of the product with digital elements is attributed to shortcomings in a European cybersecurity certification scheme as referred to in Article 27, the Commission shall consider whether to amend or repeal any delegated act adopted pursuant to Article 27(9) that specifies the presumption of conformity concerning that certification scheme.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_55_P5,55,55(5),paragraph,"Where the national measure is considered to be justified and the non-compliance of the product with digital elements is attributed to shortcomings in common specifications as referred to in Article 27, the Commission shall consider whether to amend or repeal any implementing act adopted pursuant to Article 27(2) setting out those common specifications.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_56_P1,56,56(1),paragraph,"Where the Commission has sufficient reason to consider, including based on information provided by ENISA, that a product with digital elements that presents a significant cybersecurity risk does not comply with the requirements laid down in this Regulation, it shall inform the relevant market surveillance authorities. Where the market surveillance authorities carry out an evaluation of that product with digital elements that may present a significant cybersecurity risk in respect of its compliance with the requirements laid down in this Regulation, the procedures referred to in Articles 54 and 55 shall apply.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_56_P2,56,56(2),paragraph,"Where the Commission has sufficient reason to consider that a product with digital elements presents a significant cybersecurity risk in light of non-technical risk factors, it shall inform the relevant market surveillance authorities and, where appropriate, the competent authorities designated or established pursuant to Article 8 of Directive (EU) 2022/2555 and cooperate with those authorities as necessary. The Commission shall also consider the relevance of the identified risks for that product with digital elements in view of its tasks regarding the Union level coordinated security risk assessments of critical supply chains provided for in Article 22 of Directive (EU) 2022/2555, and consult, as necessary, the Cooperation Group established pursuant to Article 14 of Directive (EU) 2022/2555 and ENISA.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_56_P3,56,56(3),paragraph,"In circumstances which justify an immediate intervention to preserve the proper functioning of the internal market and where the Commission has sufficient reason to consider that the product with digital elements referred to in paragraph 1 remains non-compliant with the requirements laid down in this Regulation and no effective measures have been taken by the relevant market surveillance authorities, the Commission shall carry out an evaluation of compliance and may request ENISA to provide an analysis to support it. The Commission shall inform the relevant market surveillance authorities accordingly. The relevant economic operators shall cooperate with ENISA as necessary.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_56_P4,56,56(4),paragraph,"Based on the evaluation referred to in paragraph 3, the Commission may decide that a corrective or restrictive measure is necessary at Union level. To that end, it shall without delay consult the Member States concerned and the relevant economic operator or operators.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_56_P5,56,56(5),paragraph,"On the basis of the consultation referred to in paragraph 4 of this Article, the Commission may adopt implementing acts to provide for corrective or restrictive measures at Union level, including requiring the products with digital elements concerned to be withdrawn from the market or recalled, within a reasonable period, commensurate with the nature of the risk. Those implementing acts shall be adopted in accordance with the examination procedure referred to in Article 62(2).",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_56_P6,56,56(6),paragraph,The Commission shall immediately communicate the implementing acts referred to in paragraph 5 to the relevant economic operator or operators. Member States shall implement those implementing acts without delay and shall inform the Commission accordingly.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_56_P7,56,56(7),paragraph,"Paragraphs 3 to 6 shall be applicable for the duration of the exceptional situation that justified the Commission’s intervention, provided that the product with digital elements concerned is not brought in compliance with this Regulation.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_57_P1,57,57(1),paragraph,"The market surveillance authority of a Member State shall require an economic operator to take all appropriate measures where, having performed an evaluation under Article 54, it finds that although a product with digital elements and the processes put in place by the manufacturer are in compliance with this Regulation, they present a significant cybersecurity risk as well as a risk to:",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_57_P1_a,57,57(1)(a),point,the health or safety of persons;,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_57_P1_b,57,57(1)(b),point,the compliance with obligations under Union or national law intended to protect fundamental rights;,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_57_P1_c,57,57(1)(c),point,"the availability, authenticity, integrity or confidentiality of services offered using an electronic information system by essential entities as referred to in Article 3(1) of Directive (EU) 2022/2555; or",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_57_P1_d,57,57(1)(d),point,other aspects of public interest protection.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_57_P1_S1,57,57(1) subparagraph 1,subparagraph,"The measures referred to in the first subparagraph may include measures to ensure that the product with digital elements concerned and the processes put in place by the manufacturer no longer present the relevant risks when made available on the market, withdrawal from the market of the product with digital elements concerned, or recalling of it, and shall be commensurate with the nature of those risks.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_57_P2,57,57(2),paragraph,The manufacturer or other relevant economic operators shall ensure that corrective action is taken in respect of the products with digital elements concerned that they have made available on the market throughout the Union within the timeline established by the market surveillance authority of the Member State referred to in paragraph 1.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_57_P3,57,57(3),paragraph,"The Member State shall immediately inform the Commission and the other Member States about the measures taken pursuant to paragraph 1. That information shall include all available details, in particular the data necessary for the identification of the products with digital elements concerned, the origin and the supply chain of those products with digital elements, the nature of the risk involved and the nature and duration of the national measures taken.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_57_P4,57,57(4),paragraph,"The Commission shall without delay enter into consultation with the Member States and the relevant economic operator and shall evaluate the national measures taken. On the basis of the results of that evaluation, the Commission shall decide whether the measure is justified or not and, where necessary, propose appropriate measures.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_57_P5,57,57(5),paragraph,The Commission shall address the decision referred to in paragraph 4 to the Member States.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_57_P6,57,57(6),paragraph,"Where the Commission has sufficient reason to consider, including based on information provided by ENISA, that a product with digital elements, although compliant with this Regulation, presents the risks referred to in paragraph 1 of this Article, it shall inform and may request the relevant market surveillance authority or authorities to carry out an evaluation and follow the procedures referred to in Article 54 and in paragraphs 1, 2 and 3 of this Article.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_57_P7,57,57(7),paragraph,"In circumstances which justify an immediate intervention to preserve the proper functioning of the internal market and where the Commission has sufficient reason to consider that the product with digital elements referred to in paragraph 6 continues to present the risks referred to in paragraph 1, and no effective measures have been taken by the relevant national market surveillance authorities, the Commission shall carry out an evaluation of the risks presented by that product with digital elements and may request ENISA to provide an analysis to support that evaluation and shall inform the relevant market surveillance authorities accordingly. The relevant economic operators shall cooperate with ENISA as necessary.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_57_P8,57,57(8),paragraph,"Based on the evaluation referred to in paragraph 7, the Commission may establish that a corrective or restrictive measure is necessary at Union level. To that end, it shall without delay consult the Member States concerned and the relevant economic operator or operators.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_57_P9,57,57(9),paragraph,"On the basis of the consultation referred to in paragraph 8 of this Article, the Commission may adopt implementing acts to decide on corrective or restrictive measures at Union level, including requiring the products with digital elements concerned to be withdrawn from the market, or recalled, within a reasonable period, commensurate with the nature of the risk. Those implementing acts shall be adopted in accordance with the examination procedure referred to in Article 62(2).",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_57_P10,57,57(10),paragraph,The Commission shall immediately communicate the implementing acts referred to in paragraph 9 to the relevant economic operator or operators. Member States shall implement those implementing acts without delay and shall inform the Commission accordingly.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_57_P11,57,57(11),paragraph,Paragraphs 6 to 10 shall apply for the duration of the exceptional situation that justified the Commission’s intervention and for as long as the product with digital elements concerned continues to present the risks referred to in paragraph 1.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_58_P1,58,58(1),paragraph,"Where the market surveillance authority of a Member State makes one of the following findings, it shall require the relevant manufacturer to put an end to the non-compliance concerned:",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_58_P1_a,58,58(1)(a),point,the CE marking has been affixed in violation of Articles 29 and 30;,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_58_P1_b,58,58(1)(b),point,the CE marking has not been affixed;,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_58_P1_c,58,58(1)(c),point,the EU declaration of conformity has not been drawn up;,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_58_P1_d,58,58(1)(d),point,the EU declaration of conformity has not been drawn up correctly;,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_58_P1_e,58,58(1)(e),point,"the identification number of the notified body which is involved in the conformity assessment procedure, where applicable, has not been affixed;",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_58_P1_f,58,58(1)(f),point,the technical documentation is either not available or not complete.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_58_P2,58,58(2),paragraph,"Where the non-compliance referred to in paragraph 1 persists, the Member State concerned shall take all appropriate measures to restrict or prohibit the product with digital elements from being made available on the market or ensure that it is recalled or withdrawn from the market.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_59_P1,59,59(1),paragraph,"Market surveillance authorities may agree with other relevant authorities to carry out joint activities aimed at ensuring cybersecurity and the protection of consumers with respect to specific products with digital elements placed on the market or made available on the market, in particular products with digital elements that are often found to present cybersecurity risks.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_59_P2,59,59(2),paragraph,The Commission or ENISA shall propose joint activities for checking compliance with this Regulation to be conducted by market surveillance authorities based on indications or information of potential non-compliance across several Member States of products with digital elements that fall within the scope of this Regulation with the requirements laid down in this Regulation.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_59_P3,59,59(3),paragraph,"The market surveillance authorities and, where applicable, the Commission, shall ensure that the agreement to carry out joint activities does not lead to unfair competition between economic operators and does not negatively affect the objectivity, independence and impartiality of the parties to the agreement.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_59_P4,59,59(4),paragraph,A market surveillance authority may use any information obtained as a result of the joint activities carried out as part of any investigation that it undertakes.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_59_P5,59,59(5),paragraph,"The market surveillance authority concerned and, where applicable, the Commission, shall make the agreement on joint activities, including the names of the parties involved, available to the public.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_60_P1,60,60(1),paragraph,Market surveillance authorities shall conduct simultaneous coordinated control actions (sweeps) of particular products with digital elements or categories thereof to check compliance with or to detect infringements to this Regulation. Those sweeps may include inspections of products with digital elements acquired under a cover identity.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_60_P2,60,60(2),paragraph,"Unless otherwise agreed upon by the market surveillance authorities involved, sweeps shall be coordinated by the Commission. The coordinator of the sweep shall, where appropriate, make the aggregated results publicly available.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_60_P3,60,60(3),paragraph,"Where, in the performance of its tasks, including based on the notifications received pursuant to Article 14(1) and (3), ENISA identifies categories of products with digital elements for which sweeps may be organised, it shall submit a proposal for a sweep to the coordinator referred to in paragraph 2 of this Article for the consideration of the market surveillance authorities.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_60_P4,60,60(4),paragraph,"When conducting sweeps, the market surveillance authorities involved may use the investigation powers set out in Articles 52 to 58 and any other powers conferred upon them by national law.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_60_P5,60,60(5),paragraph,"Market surveillance authorities may invite Commission officials, and other accompanying persons authorised by the Commission, to participate in sweeps.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_61_P1,61,61(1),paragraph,The power to adopt delegated acts is conferred on the Commission subject to the conditions laid down in this Article.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_61_P2,61,61(2),paragraph,"The power to adopt delegated acts referred to in Article 2(5), second subparagraph, Article 7(3), Article 8(1) and (2), Article 13(8), fourth subparagraph, Article 14(9), Article 25, Article 27(9), Article 28(5) and Article 31(5) shall be conferred on the Commission for a period of five years from 10 December 2024. The Commission shall draw up a report in respect of the delegation of power not later than nine months before the end of the five-year period. The delegation of power shall be tacitly extended for periods of an identical duration, unless the European Parliament or the Council opposes such extension not later than three months before the end of each period.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_61_P3,61,61(3),paragraph,"The delegation of power referred to in Article 2(5), second subparagraph, Article 7(3), Article 8(1) and (2), Article 13(8), fourth subparagraph, Article 14(9), Article 25, Article 27(9), Article 28(5) and Article 31(5) may be revoked at any time by the European Parliament or by the Council. A decision to revoke shall put an end to the delegation of the power specified in that decision. It shall take effect the day following the publication of the decision in the Official Journal of the European Union or at a later date specified therein. It shall not affect the validity of any delegated acts already in force.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_61_P4,61,61(4),paragraph,"Before adopting a delegated act, the Commission shall consult experts designated by each Member State in accordance with principles laid down in the Interinstitutional Agreement of 13 April 2016 on Better Law-Making.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_61_P5,61,61(5),paragraph,"As soon as it adopts a delegated act, the Commission shall notify it simultaneously to the European Parliament and to the Council.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_61_P6,61,61(6),paragraph,"A delegated act adopted pursuant to Article 2(5), second subparagraph, Article 7(3), Article 8(1) or (2), Article 13(8), fourth subparagraph, Article 14(9), Article 25, Article 27(9), Article 28(5) or Article 31(5) shall enter into force only if no objection has been expressed either by the European Parliament or by the Council within a period of two months of notification of that act to the European Parliament and to the Council or if, before the expiry of that period, the European Parliament and the Council have both informed the Commission that they will not object. That period shall be extended by two months at the initiative of the European Parliament or of the Council.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_62_P1,62,62(1),paragraph,The Commission shall be assisted by a committee. That committee shall be a committee within the meaning of Regulation (EU) No 182/2011.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_62_P2,62,62(2),paragraph,"Where reference is made to this paragraph, Article 5 of Regulation (EU) No 182/2011 shall apply.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_62_P3,62,62(3),paragraph,"Where the opinion of the committee is to be obtained by written procedure, that procedure shall be terminated without result when, within the time-limit for delivery of the opinion, the chair of the committee so decides or a committee member so requests.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_63_P1,63,63(1),paragraph,"All parties involved in the application of this Regulation shall respect the confidentiality of information and data obtained in carrying out their tasks and activities in such a manner as to protect, in particular:",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_63_P1_a,63,63(1)(a),point,"intellectual property rights and confidential business information or trade secrets of a natural or legal person, including source code, except the cases referred to in Article 5 of Directive (EU) 2016/943 of the European Parliament and of the Council (37);",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_63_P1_b,63,63(1)(b),point,"the effective implementation of this Regulation, in particular for the purposes of inspections, investigations or audits;",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_63_P1_c,63,63(1)(c),point,public and national security interests;,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_63_P1_d,63,63(1)(d),point,integrity of criminal or administrative proceedings.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_63_P2,63,63(2),paragraph,"Without prejudice to paragraph 1, information exchanged on a confidential basis between the market surveillance authorities and between market surveillance authorities and the Commission shall not be disclosed without the prior agreement of the originating market surveillance authority.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_63_P3,63,63(3),paragraph,"Paragraphs 1 and 2 shall not affect the rights and obligations of the Commission, Member States and notified bodies with regard to the exchange of information and the dissemination of warnings, nor the obligations of the persons concerned to provide information under criminal law of the Member States.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_63_P4,63,63(4),paragraph,"The Commission and Member States may exchange, where necessary, sensitive information with relevant authorities of third countries with which they have concluded bilateral or multilateral confidentiality arrangements guaranteeing an adequate level of protection.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_64_P1,64,64(1),paragraph,"Member States shall lay down the rules on penalties applicable to infringements of this Regulation and shall take all measures necessary to ensure that they are implemented. The penalties provided for shall be effective, proportionate and dissuasive. Member States shall, without delay, notify the Commission of those rules and measures and shall notify it, without delay, of any subsequent amendment affecting them.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_64_P2,64,64(2),paragraph,"Non-compliance with the essential cybersecurity requirements set out in Annex I and the obligations set out in Articles 13 and 14 shall be subject to administrative fines of up to EUR 15 000 000 or, if the offender is an undertaking, up to 2,5 % of the its total worldwide annual turnover for the preceding financial year, whichever is higher.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_64_P3,64,64(3),paragraph,"Non-compliance with the obligations set out in Articles 18 to 23, Article 28, Article 30(1) to (4), Article 31(1) to (4), Article 32(1), (2) and (3), Article 33(5), and Articles 39, 41, 47, 49 and 53 shall be subject to administrative fines of up to EUR 10 000 000 or, if the offender is an undertaking, up to 2 % of its total worldwide annual turnover for the preceding financial year, whichever is higher.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_64_P4,64,64(4),paragraph,"The supply of incorrect, incomplete or misleading information to notified bodies and market surveillance authorities in reply to a request shall be subject to administrative fines of up to EUR 5 000 000 or, if the offender is an undertaking, up to 1 % of its total worldwide annual turnover for the preceding financial year, whichever is higher.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_64_P5,64,64(5),paragraph,"When deciding on the amount of the administrative fine in each individual case, all relevant circumstances of the specific situation shall be taken into account and due regard shall be given to the following:",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_64_P5_a,64,64(5)(a),point,"the nature, gravity and duration of the infringement and of its consequences;",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_64_P5_b,64,64(5)(b),point,whether administrative fines have been already applied by the same or other market surveillance authorities to the same economic operator for a similar infringement;,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_64_P5_c,64,64(5)(c),point,"the size, in particular with regard to microenterprises and small and medium sized-enterprises, including start-ups, and the market share of the economic operator committing the infringement.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_64_P6,64,64(6),paragraph,Market surveillance authorities that apply administrative fines shall communicate that application to the market surveillance authorities of other Member States through the information and communication system referred to in Article 34 of Regulation (EU) 2019/1020.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_64_P7,64,64(7),paragraph,Each Member State shall lay down rules on whether and to what extent administrative fines may be imposed on public authorities and public bodies established in that Member State.,KB 2/Europe/EU Cyber Resilience Act.pdf
