clause_id,section_id,clause_path,label,level,text,reserved,parent_id,part_id,source_document
SEC-128.13(b)(3),SEC-128.13,(b)(3),3,2,"That the provisions of the order are arbitrary, capricious, or an abuse of discretion. The appeal must specify upon which of these grounds the appeal is based and must indicate from which provisions of the order the appeal is taken. An appeal from an order issued upon default will not be entertained if the respondent has failed to seek relief as provided in § 128.4(b).",,SEC-128.13(b),PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.13(c),SEC-128.13,(c),c,1,"Matters considered on appeal. An appeal will be considered upon the basis of the assembled record. This record consists of (but is not limited to) the charging letter, the respondent's answer, the transcript or magnetic recording of the hearing before the Administrative Law Judge, the report of the Administrative Law Judge, the order of the Assistant Secretary of State for Political-Military Affairs, and any other relevant documents involved in the proceedings before the Administrative Law Judge. The Under Secretary of State for Arms Control and International Security may direct a rehearing and reopening of the proceedings before the Administrative Law Judge if he or she finds that the record is insufficient or that new evidence is relevant and material to the issues and was not known and was not reasonably available to the respondent at the time of the original hearings.",,SEC-128.13,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.13(d),SEC-128.13,(d),d,1,Effect of appeals. The taking of an appeal will not stay the operation of any order.,,SEC-128.13,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.13(e),SEC-128.13,(e),e,1,Preparation of appeals –,,SEC-128.13,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.13(e)(1),SEC-128.13,(e)(1),1,2,"General requirements. An appeal shall be in letter form. The appeal and accompanying material should be filed in duplicate, unless otherwise indicated, and a copy simultaneously mailed to the Deputy Assistant Secretary of State for Defense Trade Controls, SA-1, Room 1200, Department of State, Washington, DC 20522-0112 or delivered to 2401 E Street NW., Washington, DC addressed to the Deputy Assistant Secretary of State for Defense Trade Controls, SA-1, Room 1200, Department of State, Washington, DC 20037.",,SEC-128.13(e),PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.13(e)(2),SEC-128.13,(e)(2),2,2,"Oral presentation. The Under Secretary of State for Arms Control and International Security may grant the appellant an opportunity for oral argument and will set the time and place for oral argument and will notify the parties, ordinarily at least 10 days before the date set.",,SEC-128.13(e),PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.13(f),SEC-128.13,(f),f,1,"Decisions. All appeals will be considered and decided within a reasonable time after they are filed. An appeal may be granted or denied in whole or in part, or dismissed at the request of the appellant. The decision of the Under Secretary of State for Arms Control and International Security will be final. [58 FR 39320, July 22, 1993, as amended at 61 FR 48833, Sept. 17, 1996; 71 FR 20552, Apr. 21, 2006; 79 FR 8089, Feb. 11, 2014]",,SEC-128.13,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.15(a),SEC-128.15,(a),a,1,"Revocation of probationary periods. A debarment order may set a probationary period during which the order may be held in abeyance for all or part of the debarment period, subject to the conditions stated therein. The Deputy Assistant Secretary of State for Defense Trade Controls may apply, without notice to any person to be affected thereby, to the Administrative Law Judge for a recommendation on the appropriateness of revoking probation when it appears that the conditions of the probation have been breached. The facts in support of the application will be presented to the Administrative Law Judge, who will report thereon and make a recommendation to the Assistant Secretary of State for Political-Military Affairs. The latter will make a determination whether to revoke probation and will issue an appropriate order. The party affected by this action may request the Assistant Secretary of State for Political-Military Affairs to reconsider the decision by submitting a request within 10 days of the date of the order.",,SEC-128.15,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.15(b),SEC-128.15,(b),b,1,Hearings –,,SEC-128.15,PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.15(b)(1),SEC-128.15,(b)(1),1,2,"Objections upon notice. Any person affected by an application upon notice to revoke probation, within the time specified in the notice, may file objections with the Administrative Law Judge.",,SEC-128.15(b),PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.15(b)(2),SEC-128.15,(b)(2),2,2,"Objections to order without notice. Any person adversely affected by an order revoking probation, without notice may request that the order be set aside by filing his objections thereto with the Administrative Law Judge. The request will not stay the effective date of the order or revocation.",,SEC-128.15(b),PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.15(b)(3),SEC-128.15,(b)(3),3,2,"Requirements for filing objections. Objections filed with the Administrative Law Judge must be submitted in writing and in duplicate. A copy must be simultaneously submitted to the Directorate of Defense Trade Controls. Denials and admissions, as well as any mitigating circumstances, which the person affected intends to present must be set forth in or accompany the letter of objection and must be supported by evidence. A request for an oral hearing may be made at the time of filing objections.",,SEC-128.15(b),PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.15(b)(4),SEC-128.15,(b)(4),4,2,"Determination. The application and objections thereto will be referred to the Administrative Law Judge. An oral hearing if requested, will be conducted at an early convenient date, unless the objections filed raise no issues of material fact to be determined. The Administrative Law Judge will report the facts and make a recommendation to the Assistant Secretary for Political-Military Affairs, who will determine whether the application should be granted or denied and will issue an appropriate order. A copy of the order and of the Administrative Law Judge's report will be furnished to any person affected thereby.",,SEC-128.15(b),PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-128.15(b)(5),SEC-128.15,(b)(5),5,2,"Effect of revocation on other actions. The revocation of a probationary period will not preclude any other action concerning a further violation, even where revocation is based on the further violation.",,SEC-128.15(b),PART-128,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-129.1(a),SEC-129.1,(a),a,1,"Section 38(b)(1)(A)(ii) of the Arms Export Control Act (22 U.S.C. 2778) provides that persons engaged in the business of brokering activities shall register and pay a registration fee as prescribed in regulations, and that no person may engage in the business of brokering activities without a license issued in accordance with the Act.",,SEC-129.1,PART-129,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-129.1(b),SEC-129.1,(b),b,1,All brokering activities identified in this subchapter apply equally to those defense articles and defense services designated in § 121.1 of this subchapter and those items designated in 27 CFR 447.21 (U.S. Munitions Import List).,,SEC-129.1,PART-129,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-129.2(a),SEC-129.2,(a),a,1,Broker means any person (see § 120.61 of this subchapter) described below who engages in the business of brokering activities:,,SEC-129.2,PART-129,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-129.2(a)(1),SEC-129.2,(a)(1),1,2,Any U.S. person (see § 120.62 of this subchapter) wherever located;,,SEC-129.2(a),PART-129,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-129.2(a)(2),SEC-129.2,(a)(2),2,2,Any foreign person (see § 120.63 of this subchapter) located in the United States; or,,SEC-129.2(a),PART-129,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-129.2(a)(3),SEC-129.2,(a)(3),3,2,Any foreign person located outside the United States where the foreign person is owned or controlled by a U.S. person;,,SEC-129.2(a),PART-129,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-129.2(b),SEC-129.2,(b),b,1,"Brokering activities means any action on behalf of another to facilitate the manufacture, export, permanent import, transfer, reexport, or retransfer of a U.S. or foreign defense article or defense service, regardless of its origin.",,SEC-129.2,PART-129,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-129.2(b)(1),SEC-129.2,(b)(1),1,2,"Such action includes, but is not limited to:",,SEC-129.2(b),PART-129,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
