clause_id,section_id,clause_label,clause_type,parent_clause_id,text,source_document
s78_p1,s78,paragraph one,paragraph,,"The court shall have the power to order the Data Controller or the Data Processor to pay punitive damages in addition to the actual compensation rendered by the court as deems fit, but shall not exceeding 2 times of such actual compensation amount, by taking into account the relating circumstances such as the severity of damages incurred by the Data subject, the interest obtained by the Data Controller or the Data Processor, the financial status of the Data Controller or the Data Processor, remedy provided by the Data Controller or the Data Processor, or the Data subject’s act in contributing to cause the damages.",KB 2/Thailand/Personal Data Protection Act.pdf
s78_p2,s78,paragraph two,paragraph,,"The claim for compensation from the wrongful act against the Personal Data under this Act shall be barred by prescription after the lapse of 3 years from the date that the injured person know of the damages and the identity of the Data Controller or the Data Processor who is to be liable, or after 10 years from the date of which the wrongful act against the Personal Data took place.",KB 2/Thailand/Personal Data Protection Act.pdf
s79_p1,s79,paragraph one,paragraph,,"Any Data Controller who violates the provisions under Section 27 paragraph one or paragraph two, or fails to comply with Section 28, which relates to the Personal Data under Section 26 in a manner that is likely to cause other person to suffer any damage, impair his or her reputation, or expose such other person to be scorned, hated, or humiliated, shall be punished with imprisonment for a term not exceeding six months, or a fine not exceeding five hundred thousand Baht, or both.",KB 2/Thailand/Personal Data Protection Act.pdf
s79_p2,s79,paragraph two,paragraph,,"Any Data Controller who violates the provisions under Section 27 paragraph one or paragraph two, or fails to comply with Section 28, which relates to the Personal Data under Section 26 in order to unlawfully benefit himself/herself or another person, shall be punished with imprisonment for a term not exceeding one year, or a fine not exceeding one million Baht, or both.",KB 2/Thailand/Personal Data Protection Act.pdf
s79_p3,s79,paragraph three,paragraph,,The offenses under this Section are compoundable offenses.,KB 2/Thailand/Personal Data Protection Act.pdf
s80_p1,s80,paragraph one,paragraph,,"Any person who comes to know the Personal Data of another person as a result of performing duties under this Act and discloses it to any other person shall be punished with imprisonment for a term not exceeding six months, or a fine not exceeding five hundred thousand Baht, or both.",KB 2/Thailand/Personal Data Protection Act.pdf
s80_p2,s80,paragraph two,paragraph,,The provisions of paragraph one shall not be enforced against disclosures in any of the following circumstances:,KB 2/Thailand/Personal Data Protection Act.pdf
s80_1,s80,(1),item,s80_p1,where it is a performance of duty;,KB 2/Thailand/Personal Data Protection Act.pdf
s80_2,s80,(2),item,s80_p1,"where it is for the benefit of an investigation, or a trial in court;",KB 2/Thailand/Personal Data Protection Act.pdf
s80_3,s80,(3),item,s80_p1,where it is a disclosure to a domestic or a foreign government agency which has authority under the law;,KB 2/Thailand/Personal Data Protection Act.pdf
s80_4,s80,(4),item,s80_p1,where the written consent of such Data subject has been obtained for the disclosure for such specific occasion; or,KB 2/Thailand/Personal Data Protection Act.pdf
s80_5,s80,(5),item,s80_p1,"where it is in relation to a legal lawsuit, which is openly disclosed to the public.",KB 2/Thailand/Personal Data Protection Act.pdf
s81_p1,s81,paragraph one,paragraph,,"In the case where the offender who commits the offense under this Act is a juristic person and the offense is conducted as a result of the instructions given by or the act of any director, manager or person, who shall be responsible for such act of the juristic person, or in the case where such person has a duty to instruct or perform any act, but omits to instruct or perform such act until the juristic person commits such offense, such person shall also be punished with the punishment as prescribed for such offense.",KB 2/Thailand/Personal Data Protection Act.pdf
s82_p1,s82,paragraph one,paragraph,,"Any Data Controller who fails to comply with Section 23, Section 30 paragraph four, Section 39 paragraph one, Section 41 paragraph one, or Section 42 paragraph two or paragraph three, or fails to obtain consent using a form or statement set forth by the Committee under Section 19 paragraph three, or fails to notify the impact of the withdrawal of consent under Section 19 paragraph six, or fails to comply with Section 23 which applies mutatis mutandis according to Section 25 paragraph two, shall be punished with an administrative fine not exceeding one million Baht.",KB 2/Thailand/Personal Data Protection Act.pdf
s83_p1,s83,paragraph one,paragraph,,"Any Data Controller who violates or fails to comply with Section 21, Section 22, Section 24, Section 25 paragraph one, Section 27 paragraph one or two, Section 28, Section 32 paragraph two, or Section 37, or who obtains consent by deceiving or misleading the Data subject about the purposes, or fails to comply with Section 21 which applies mutatis mutandis according to Section 25 paragraph two, or fails to send or transfer the Personal Data in accordance with Section 29 paragraph one or paragraph three, shall be punished with an administrative fine not exceeding three million Baht.",KB 2/Thailand/Personal Data Protection Act.pdf
s84_p1,s84,paragraph one,paragraph,,"Any Data Controller who violates Section 26 paragraph one or three, or Section 27 paragraph one or paragraph two, or Section 28 in relation to the Personal Data under Section 26, or fails to send or transfer the Personal Data under Section 26 to be in accordance with Section 29 paragraph one or paragraph three, shall be punished with an administrative fine not exceeding five million Baht.",KB 2/Thailand/Personal Data Protection Act.pdf
s85_p1,s85,paragraph one,paragraph,,"Any Data Processor who fails to comply with Section 41 paragraph one, or Section 42 paragraph two or three, shall be punished with an administrative fine not exceeding one million Baht.",KB 2/Thailand/Personal Data Protection Act.pdf
s86_p1,s86,paragraph one,paragraph,,"Any Data Processor who fails to comply with Section 40 without appropriate reasons, or fails to send or transfer the Personal Data in accordance with Section 29 paragraph one or three, or fails to comply with Section 37 (5) which applies mutatis mutandis according to Section 38 paragraph two, shall be punished with an administrative fine not exceeding three million Baht.",KB 2/Thailand/Personal Data Protection Act.pdf
s87_p1,s87,paragraph one,paragraph,,"Any Data Processor who send or transfer the Personal Data under Section 26 paragraph one or three, by not complying with Section 29 paragraph one or three, shall be punished with an administrative fine not exceeding five million Baht.",KB 2/Thailand/Personal Data Protection Act.pdf
s88_p1,s88,paragraph one,paragraph,,"Any representative of the Data Controller or of the Data Processor who fails to comply with Section 39 paragraph one which applies mutatis mutandis according to Section 39 paragraph two, and Section 41 paragraph one which applies mutatis mutandis according to Section 41 paragraph four, shall be punished with an administrative fine not exceeding one million Baht.",KB 2/Thailand/Personal Data Protection Act.pdf
s89_p1,s89,paragraph one,paragraph,,"Any person who fails to act in compliance with the order given by the expert committee, or fails to provide statement of facts under Section 75, or fails to comply with Section 76(1), or fails to facilitate government officials under Section 76 paragraph four, shall be punished with an administrative fine not exceeding five hundred thousand Baht.",KB 2/Thailand/Personal Data Protection Act.pdf
s90_p1,s90,paragraph one,paragraph,,"The expert committee shall have the power to render the punishment as an administrative fine prescribed in this Part. In the event that it deems fit, the expert committee may issue an order for rectification or a warning first.",KB 2/Thailand/Personal Data Protection Act.pdf
s90_p2,s90,paragraph two,paragraph,,"In determining whether to issue an order to impose an administrative fine, the expert committee shall take into consideration the severity of the circumstances of the act of offense, size of the business of the Data Controller or the Data Processor, or other circumstances according to the rules prescribed by the Committee.",KB 2/Thailand/Personal Data Protection Act.pdf
s90_p3,s90,paragraph three,paragraph,,"In cases where a person imposed with an administrative fine refuses to pay such fine, the provisions concerning the execution of administrative orders under the administrative procedure law shall apply mutatis mutandis. In cases where there is no officer to execute an administrative order, or there is such officer but such order cannot be executed otherwise, the expert committee shall be entitled to file a lawsuit with the Administrative Court in order to demand payment of such fine. In such event, if the Administrative Court is of the opinion that the order that imposes an administrative fine is lawful, the Administrative Court may render judgment and order seizure or attachment of assets for sale by auctions, to pay such fine.",KB 2/Thailand/Personal Data Protection Act.pdf
s90_p4,s90,paragraph four,paragraph,,"The order to impose the administrative fine and the administrative execution shall apply mutatis mutandis according to Section 74 paragraph six, and the administrative execution per paragraph three shall apply mutatis mutandis according to Section 74 paragraph four.",KB 2/Thailand/Personal Data Protection Act.pdf
s91_p1,s91,paragraph one,paragraph,,"At the early stage, the Committee shall consist of committee members under Section 8(2) and (3), and the Secretary-General shall be the committee member and secretary, who shall perform duties as necessary for the time being, but for not more than 90 days from the effective date of this Act. A Vice-Chairperson shall temporarily act as a Chairperson.",KB 2/Thailand/Personal Data Protection Act.pdf
s91_p2,s91,paragraph two,paragraph,,"The Office shall manage to appoint a Chairperson under Section 8(1), and the honorary director under Section 8(4), within 90 days from the effective date of this Act.",KB 2/Thailand/Personal Data Protection Act.pdf
s92_p1,s92,paragraph one,paragraph,,A commission supervising the Office of the Personal Data Protection Committee shall be set up within 90 days from the date when the Chairperson and the honorary director are appointed in accordance with Section 91.,KB 2/Thailand/Personal Data Protection Act.pdf
s92_p2,s92,paragraph two,paragraph,,The Secretary-General shall be appointed within 90 days from the date when the Office has been set up in accordance with Section 93.,KB 2/Thailand/Personal Data Protection Act.pdf
s93_p1,s93,paragraph one,paragraph,,The Office shall be set up in order to operate in accordance with this Act within one year from the effective date of this Act.,KB 2/Thailand/Personal Data Protection Act.pdf
s93_p2,s93,paragraph two,paragraph,,"During the period when the Office has not yet been duly set up, the Office of the Permanent Secretary of the Ministry of Digital Economy and Society shall perform the duties in accordance with this Act, and the Minister shall appoint a Deputy Permanent Secretary of the Ministry of Digital Economy and Society to perform the Secretary-General's duties until there is an appointment of the Secretary-General in accordance with Section 92 paragraph two.",KB 2/Thailand/Personal Data Protection Act.pdf
s94_p1,s94,paragraph one,paragraph,,"At the early stages, the Cabinet shall allocate the initial budget for the Office as necessary.",KB 2/Thailand/Personal Data Protection Act.pdf
s94_p2,s94,paragraph two,paragraph,,"The Ministry shall propose to the Cabinet to consider procuring a civil official, official, staff, or any other operating officer in other government organizations to temporarily act as an official of the Office within the period specified by the Cabinet.",KB 2/Thailand/Personal Data Protection Act.pdf
s94_p3,s94,paragraph three,paragraph,,"It shall be deemed that the civil official, official, staff, or any other operating officer in other government organizations who temporarily act as an official of the Office in accordance with paragraph two remains in his or her own position, and still receive salary or wages (as the case may be) from his or her original department. The Committee may also determine a special remuneration for the civil official, staff, official, or any other operating officer in other government organizations in accordance with paragraph two during his or her operation in the Office.",KB 2/Thailand/Personal Data Protection Act.pdf
s94_p4,s94,paragraph four,paragraph,,"Within 180 days from the date when the Office has been set up, the Office shall proceed to recruit the civil official, official, staff, or any other operating officer in other government organizations in accordance with paragraph two to be a permanent official of the Office afterwards.",KB 2/Thailand/Personal Data Protection Act.pdf
s94_p5,s94,paragraph five,paragraph,,"Any civil official, official, staff, or any other operating officer in other government organizations who has been recruited and seated in accordance with paragraph four shall have his or her working period for his or her previous department continued and counted together with his or her working period for the operation in the Office under this Act.",KB 2/Thailand/Personal Data Protection Act.pdf
s95_p1,s95,paragraph one,paragraph,,"For Personal Data that has previously been collected by a Data Controller before the effective date of this Act, the Data Controller shall be entitled to continue to collect and use such Personal Data for the original purposes. However, the Data Controller shall prepare and publicize a consent withdrawal method to facilitate the Data subject, who does not wish the Data Controller to continue collecting and using his or her Personal Data, to notify his or her withdrawal of consent easily.",KB 2/Thailand/Personal Data Protection Act.pdf
s95_p2,s95,paragraph two,paragraph,,"The disclosure and other acts other than the collection and use of Personal Data under paragraph one, shall be in accordance with the provisions hereunder.",KB 2/Thailand/Personal Data Protection Act.pdf
s96_p1,s96,paragraph one,paragraph,,"The issuance of regulations and notifications under this Act shall be carried out within one year from the effective date of this Act. If such action cannot be carried out, the Minister shall report to the Cabinet the reasons thereof.",KB 2/Thailand/Personal Data Protection Act.pdf
