supplementary_information_id,criterion_id,kind,applicable_to,text,source_document
HR-08-SI-01,HR-08,About the Criteria,HR-08.01B,Please note that this criterion refers to off-site working places whereas PS-08.01B addresses security requirements for on-site office workplaces.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
HR-08-SI-02,HR-08,Complementary Customer Criteria,,– 5.4 Asset Management (AM) Objective: Identify the organisation’s own assets and ensure an appropriate level of protection throughout their lifecycle.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
AM-01-SI-01,AM-01,About the Criteria,"AM-01.01B, AM-01.01AC, AM-01.02AC","Assets within the meaning of this domain are the objects required for the information security of the cloud service during the creation, processing, storage, transmission, deletion or destruction of information in the cloud service provider’s area of responsibility, e.g. firewalls, load balancers, web servers, application servers and database servers. These objects consist of hardware and software objects. Hardware objects include, but are not limited to: 1. Physical and virtual infrastructure resources (e.g. servers, storage systems, network components); and 2. End user devices if the cloud service provider has determined in a risk assessment that these could endanger the information security of the cloud service in the event of loss or unauthorised access (e.g. mobile devices used as security tokens for authentication). Software objects include, but are not limited to, hypervisors, containers, operating systems, databases, microservices and application programming interfaces (APIs). The lifecycle of an asset includes, depending on the asset type: 1. Acquisition; 2. Commissioning; 3. Maintenance; 4. Decommissioning; and 5. Disposal.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
AM-01-SI-02,AM-01,Complementary Customer Criteria,,"– Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
AM-02-SI-01,AM-02,About the Criteria,"AM-02.01B, AM-02.02B, AM-02.03B, AM-02.04B, AM-02.05B","Cloud service providers who procure their cloud infrastructure as virtual infrastructure from service organisation (e.g. virtual machines or containers) may use tools provided by the service organisation to inventory those assets, insofar as the cloud service provider deems these suitable based on their asset management framework. In practice, the implementation of the asset inventory can vary greatly depending on the number, size and complexity of provided cloud services.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
AM-02-SI-02,AM-02,About the Criteria,AM-02.05B,"These lists can be, but do not have to be, provided by the inventory system established through the criteria AM-02, AM-03 and AM-04.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
AM-02-SI-03,AM-02,Complementary Customer Criteria,,"– Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
AM-03-SI-01,AM-03,About the Criteria,AM-03.01B,"This basic criterion can, but does not have to, be fulfilled by including the following details for each entry of the hardware asset inventory: 1. Identification details (such as name, IP address, MAC address, etc.); 2. The function of the asset; 3. The model of the asset; 4. The location of the asset; 5. The owner of the asset; and 6. Information security requirements for the asset. An ‘asset owner’ is an individual or role assigned with the responsibility and accountability for managing and protecting an organisation’s asset and does not imply legal ownership of the assets. If cloud service customers operate virtual machines or containers with the cloud service, the cloud service provider inventories the containers and document their life cycle (cf. OPS-34).","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
AM-04-SI-01,AM-04,About the Criteria,AM-04.01B,"This basic criterion can, but does not have to, be fulfilled by including the following details for each entry of the software asset inventory: 1. Identification details (such as name, IP address, MAC address, etc.); 2. The version of the software; and 3. The parent resource (hardware asset or software asset) on which the software is installed.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
AM-04-SI-02,AM-04,About the Criteria,AM-04.01AC,"This additional criterion can, but does not have to, be fulfilled by including license information, including communicated end-of-support dates related to the licensed software, for each entry of the software asset inventory.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
AM-06-SI-01,AM-06,About the Criteria,"AM-06.01B, AM-06.02B","The criterion applies only to physical hardware objects, such as servers, storage systems, and network components. Virtual hardware and software objects are considered in the criteria areas (OPS) and (DEV). The approval process typically considers both the basic approval to use the hardware and the final approval of the configured assets.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
AM-07-SI-01,AM-07,About the Criteria,AM-07.01B,The decommissioning procedure typically includes: 1. Verification that the asset is no longer required for operational use; 2. Assessment of associated risks and dependencies; 3. Approval by authorised personnel based on internal policies; 4. Execution of secure data deletion or sanitization processes; 5. Updating the asset inventory to reflect decommissioning status; and 6. Disposal or repurposing of the hardware in accordance with environmental and security guidelines.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
AM-07-SI-02,AM-07,About the Criteria,"AM-07.02B, AM-07.01AC","The deletion of data or physical destruction of data mediums can take place, for example, according to DIN 66399 or BSI IT-Grundschutz module CON.6.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
