item_id,parent_id,parent_type,item_label,item_text,source_document
PS-6-ITEM-a,PS-6,Control,a.,Develop and document access agreements for organizational systems;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-6-ITEM-b,PS-6,Control,b.,Review and update the access agreements [Assignment: organization-defined frequency]; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-6-ITEM-c,PS-6,Control,c.,Verify that individuals requiring access to organizational information and systems:,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-6-ITEM-c1,PS-6,Control,c.1.,Sign appropriate access agreements prior to being granted access; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-6-ITEM-c2,PS-6,Control,c.2.,Re-sign access agreements to maintain access to organizational systems when access agreements have been updated or [Assignment: organization-defined frequency].,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-6(2)-ITEM-a,PS-6(2),ControlEnhancement,(a),Have a valid access authorization that is demonstrated by assigned official government duties;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-6(2)-ITEM-b,PS-6(2),ControlEnhancement,(b),Satisfy associated personnel security criteria; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-6(2)-ITEM-c,PS-6(2),ControlEnhancement,(c),"Have read, understood, and signed a nondisclosure agreement.",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-6(3)-ITEM-a,PS-6(3),ControlEnhancement,(a),"Notify individuals of applicable, legally binding post-employment requirements for protection of organizational information; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-6(3)-ITEM-b,PS-6(3),ControlEnhancement,(b),"Require individuals to sign an acknowledgment of these requirements, if applicable, as part of granting initial access to covered information.",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-7-ITEM-a,PS-7,Control,a.,"Establish personnel security requirements, including security roles and responsibilities for external providers;",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-7-ITEM-b,PS-7,Control,b.,Require external providers to comply with personnel security policies and procedures established by the organization;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-7-ITEM-c,PS-7,Control,c.,Document personnel security requirements;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-7-ITEM-d,PS-7,Control,d.,"Require external providers to notify [Assignment: organization-defined personnel or roles] of any personnel transfers or terminations of external personnel who possess organizational credentials and/or badges, or who have system privileges within [Assignment: organization- defined time period]; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-7-ITEM-e,PS-7,Control,e.,Monitor provider compliance with personnel security requirements.,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-8-ITEM-a,PS-8,Control,a.,Employ a formal sanctions process for individuals failing to comply with established information security and privacy policies and procedures; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-8-ITEM-b,PS-8,Control,b.,"Notify [Assignment: organization-defined personnel or roles] within [Assignment: organization-defined time period] when a formal employee sanctions process is initiated, identifying the individual sanctioned and the reason for the sanction.",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-1-ITEM-a,PT-1,Control,a.,"Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-1-ITEM-a1,PT-1,Control,a.1.,[Selection (one or more): Organization-level; Mission/business process-level; System- level] personally identifiable information processing and transparency policy that:,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-1-ITEM-a1a,PT-1,Control,a.1.(a),"Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-1-ITEM-a1b,PT-1,Control,a.1.(b),"Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-1-ITEM-a2,PT-1,Control,a.2.,Procedures to facilitate the implementation of the personally identifiable information processing and transparency policy and the associated personally identifiable information processing and transparency controls;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-1-ITEM-b,PT-1,Control,b.,"Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the personally identifiable information processing and transparency policy and procedures; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-1-ITEM-c,PT-1,Control,c.,Review and update the current personally identifiable information processing and transparency:,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-1-ITEM-c1,PT-1,Control,c.1.,Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-1-ITEM-c2,PT-1,Control,c.2.,Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events].,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-2-ITEM-a,PT-2,Control,a.,Determine and document the [Assignment: organization-defined authority] that permits the [Assignment: organization-defined processing] of personally identifiable information; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-2-ITEM-b,PT-2,Control,b.,Restrict the [Assignment: organization-defined processing] of personally identifiable information to only that which is authorized.,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-3-ITEM-a,PT-3,Control,a.,Identify and document the [Assignment: organization-defined purpose(s)] for processing personally identifiable information;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-3-ITEM-b,PT-3,Control,b.,Describe the purpose(s) in the public privacy notices and policies of the organization;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-3-ITEM-c,PT-3,Control,c.,Restrict the [Assignment: organization-defined processing] of personally identifiable information to only that which is compatible with the identified purpose(s); and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-3-ITEM-d,PT-3,Control,d.,Monitor changes in processing personally identifiable information and implement [Assignment: organization-defined mechanisms] to ensure that any changes are made in accordance with [Assignment: organization-defined requirements].,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-5-ITEM-a,PT-5,Control,a.,"Is available to individuals upon first interacting with an organization, and subsequently at [Assignment: organization-defined frequency];",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-5-ITEM-b,PT-5,Control,b.,"Is clear and easy-to-understand, expressing information about personally identifiable information processing in plain language;",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-5-ITEM-c,PT-5,Control,c.,Identifies the authority that authorizes the processing of personally identifiable information;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-5-ITEM-d,PT-5,Control,d.,Identifies the purposes for which personally identifiable information is to be processed; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-5-ITEM-e,PT-5,Control,e.,Includes [Assignment: organization-defined information].,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-6-ITEM-a,PT-6,Control,a.,Draft system of records notices in accordance with OMB guidance and submit new and significantly modified system of records notices to the OMB and appropriate congressional committees for advance review;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-6-ITEM-b,PT-6,Control,b.,Publish system of records notices in the Federal Register; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-6-ITEM-c,PT-6,Control,c.,"Keep system of records notices accurate, up-to-date, and scoped in accordance with policy.",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-7(1)-ITEM-a,PT-7(1),ControlEnhancement,(a),"Eliminate unnecessary collection, maintenance, and use of Social Security numbers, and explore alternatives to their use as a personal identifier;",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-7(1)-ITEM-b,PT-7(1),ControlEnhancement,(b),"Do not deny any individual any right, benefit, or privilege provided by law because of such individual’s refusal to disclose his or her Social Security number; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-7(1)-ITEM-c,PT-7(1),ControlEnhancement,(c),"Inform any individual who is asked to disclose his or her Social Security number whether that disclosure is mandatory or voluntary, by what statutory or other authority such number is solicited, and what uses will be made of it.",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-8-ITEM-a,PT-8,Control,a.,Obtain approval from the Data Integrity Board to conduct the matching program;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-8-ITEM-b,PT-8,Control,b.,Develop and enter into a computer matching agreement;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-8-ITEM-c,PT-8,Control,c.,Publish a matching notice in the Federal Register;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-8-ITEM-d,PT-8,Control,d.,"Independently verify the information produced by the matching program before taking adverse action against an individual, if required; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PT-8-ITEM-e,PT-8,Control,e.,Provide individuals with notice and an opportunity to contest the findings before taking adverse action against an individual.,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-1-ITEM-a,RA-1,Control,a.,"Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-1-ITEM-a1,RA-1,Control,a.1.,[Selection (one or more): Organization-level; Mission/business process-level; System- level] risk assessment policy that:,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-1-ITEM-a1a,RA-1,Control,a.1.(a),"Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-1-ITEM-a1b,RA-1,Control,a.1.(b),"Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-1-ITEM-a2,RA-1,Control,a.2.,Procedures to facilitate the implementation of the risk assessment policy and the associated risk assessment controls;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-1-ITEM-b,RA-1,Control,b.,"Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the risk assessment policy and procedures; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-1-ITEM-c,RA-1,Control,c.,Review and update the current risk assessment:,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-1-ITEM-c1,RA-1,Control,c.1.,Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-1-ITEM-c2,RA-1,Control,c.2.,Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events].,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-2-ITEM-a,RA-2,Control,a.,"Categorize the system and information it processes, stores, and transmits;",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-2-ITEM-b,RA-2,Control,b.,"Document the security categorization results, including supporting rationale, in the security plan for the system; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-2-ITEM-c,RA-2,Control,c.,Verify that the authorizing official or authorizing official designated representative reviews and approves the security categorization decision.,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-3-ITEM-a,RA-3,Control,a.,"Conduct a risk assessment, including:",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-3-ITEM-a1,RA-3,Control,a.1.,Identifying threats to and vulnerabilities in the system;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-3-ITEM-a2,RA-3,Control,a.2.,"Determining the likelihood and magnitude of harm from unauthorized access, use, disclosure, disruption, modification, or destruction of the system, the information it processes, stores, or transmits, and any related information; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-3-ITEM-a3,RA-3,Control,a.3.,Determining the likelihood and impact of adverse effects on individuals arising from the processing of personally identifiable information;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-3-ITEM-b,RA-3,Control,b.,Integrate risk assessment results and risk management decisions from the organization and mission or business process perspectives with system-level risk assessments;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-3-ITEM-c,RA-3,Control,c.,Document risk assessment results in [Selection: security and privacy plans; risk assessment report; [Assignment: organization-defined document]];,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-3-ITEM-d,RA-3,Control,d.,Review risk assessment results [Assignment: organization-defined frequency];,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-3-ITEM-e,RA-3,Control,e.,Disseminate risk assessment results to [Assignment: organization-defined personnel or roles]; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-3-ITEM-f,RA-3,Control,f.,"Update the risk assessment [Assignment: organization-defined frequency] or when there are significant changes to the system, its environment of operation, or other conditions that may impact the security or privacy state of the system.",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-3(1)-ITEM-a,RA-3(1),ControlEnhancement,(a),"Assess supply chain risks associated with [Assignment: organization-defined systems, system components, and system services]; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-3(1)-ITEM-b,RA-3(1),ControlEnhancement,(b),"Update the supply chain risk assessment [Assignment: organization-defined frequency], when there are significant changes to the relevant supply chain, or when changes to the system, environments of operation, or other conditions may necessitate a change in the supply chain.",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-5-ITEM-a,RA-5,Control,a.,Monitor and scan for vulnerabilities in the system and hosted applications [Assignment: organization-defined frequency and/or randomly in accordance with organization-defined process] and when new vulnerabilities potentially affecting the system are identified and reported;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-5-ITEM-b,RA-5,Control,b.,Employ vulnerability monitoring tools and techniques that facilitate interoperability among tools and automate parts of the vulnerability management process by using standards for:,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
RA-5-ITEM-b1,RA-5,Control,b.1.,"Enumerating platforms, software flaws, and improper configurations;",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
