declarativestatement_id,component_id,component_name,assessmentfactor_id,assessment_factor_name,domain_id,domain_name,maturity_level,text,it_handbook_citation,applicability_note,source_document
C018_S013,C018,Anomalous Activity Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Intermediate,Audit logs are backed up to a centralized log server or media that is difficult to alter.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C018_S014,C018,Anomalous Activity Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Intermediate,Thresholds for security logging are evaluated periodically.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C018_S015,C018,Anomalous Activity Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Intermediate,"Anomalous activity and other network and system alerts are correlated across business units to detect and prevent multifaceted attacks (e.g., simultaneous account takeover and DDoS attack).",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C018_S016,C018,Anomalous Activity Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Advanced,An automated tool triggers system and/or fraud alerts when customer logins occur within a short period of time but from physically distant IP locations.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C018_S017,C018,Anomalous Activity Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Advanced,External transfers from customer accounts generate alerts and require review and authorization if anomalous behavior is detected.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C018_S018,C018,Anomalous Activity Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Advanced,"A system is in place to monitor and analyze employee behavior (network use patterns, work hours, and known devices) to alert on anomalous activities.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C018_S019,C018,Anomalous Activity Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Advanced,An automated tool(s) is in place to detect and prevent data mining by insider threats.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C018_S020,C018,Anomalous Activity Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Advanced,Tags on fictitious confidential data or files are used to provide advanced alerts of potential malicious activity when the data is accessed.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C018_S021,C018,Anomalous Activity Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Innovative,The institution has a mechanism for real-time automated risk scoring of threats.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C018_S022,C018,Anomalous Activity Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Innovative,The institution is developing new technologies that will detect potential insider threats and block activity in real time.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C019_S001,C019,Event Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Baseline,"A normal network activity baseline is established. (FFIEC Information Security Booklet, page 77)","FFIEC Information Security Booklet, page 77",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C019_S002,C019,Event Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Baseline,"Mechanisms (e.g., antivirus alerts, log event alerts) are in place to alert management to potential attacks. (FFIEC Information Security Booklet, page 78)","FFIEC Information Security Booklet, page 78",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C019_S003,C019,Event Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Baseline,"Processes are in place to monitor for the presence of unauthorized users, devices, connections, and software. (FFIEC Information Security Work Program, Objective II: M-9)",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C019_S004,C019,Event Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Baseline,"Responsibilities for monitoring and reporting suspicious systems activity have been assigned. (FFIEC Information Security Booklet, page 83)","FFIEC Information Security Booklet, page 83",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C019_S005,C019,Event Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Baseline,"The physical environment is monitored to detect potential unauthorized access. (FFIEC Information Security Booklet, page 47)","FFIEC Information Security Booklet, page 47",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C019_S006,C019,Event Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Evolving,"A process is in place to correlate event information from multiple sources (e.g., network, application, or firewall).",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C019_S007,C019,Event Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Intermediate,"Controls or tools (e.g., data loss prevention) are in place to detect potential unauthorized or unintentional transmissions of confidential data.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C019_S008,C019,Event Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Intermediate,Event detection processes are proven reliable.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C019_S009,C019,Event Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Intermediate,Specialized security monitoring is used for critical assets throughout the infrastructure.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C019_S010,C019,Event Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Advanced,"Automated tools detect unauthorized changes to critical system files, firewalls, IPS, IDS, or other security devices.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C019_S011,C019,Event Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Advanced,Real-time network monitoring and detection is implemented and incorporates sector-wide event information.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C019_S012,C019,Event Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Advanced,"Real-time alerts are automatically sent when unauthorized software, hardware, or changes occur.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C019_S013,C019,Event Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Advanced,Tools are in place to actively correlate event information from multiple sources and send alerts based on established parameters.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C019_S014,C019,Event Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Innovative,The institution is leading efforts to develop event detection systems that will correlate in real time when events are about to occur.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C019_S015,C019,Event Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Innovative,The institution is leading the development effort to design new technologies that will detect potential insider threats and block activity in real time.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C020_S001,C020,Patch Management,D3_AF3,Corrective Controls,D3,Cybersecurity Controls,Baseline,"A patch management program is implemented and ensures that software and firmware patches are applied in a timely manner. (FFIEC Information Security Booklet, page 62)","FFIEC Information Security Booklet, page 62",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C020_S002,C020,Patch Management,D3_AF3,Corrective Controls,D3,Cybersecurity Controls,Baseline,"Patches are tested before being applied to systems and/or software. (FFIEC Operations Booklet, page 22)","FFIEC Operations Booklet, page 22",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C020_S003,C020,Patch Management,D3_AF3,Corrective Controls,D3,Cybersecurity Controls,Baseline,"Patch management reports are reviewed and reflect missing security patches. (FFIEC Development and Acquisition Booklet, page 50)","FFIEC Development and Acquisition Booklet, page 50",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C020_S004,C020,Patch Management,D3_AF3,Corrective Controls,D3,Cybersecurity Controls,Evolving,"A formal process is in place to acquire, test, and deploy software patches based on criticality.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C020_S005,C020,Patch Management,D3_AF3,Corrective Controls,D3,Cybersecurity Controls,Evolving,Systems are configured to retrieve patches automatically.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C020_S006,C020,Patch Management,D3_AF3,Corrective Controls,D3,Cybersecurity Controls,Evolving,Operational impact is evaluated before deploying security patches.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C020_S007,C020,Patch Management,D3_AF3,Corrective Controls,D3,Cybersecurity Controls,Evolving,An automated tool(s) is used to identify missing security patches as well as the number of days since each patch became available.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C020_S008,C020,Patch Management,D3_AF3,Corrective Controls,D3,Cybersecurity Controls,Evolving,Missing patches across all environments are prioritized and tracked.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C020_S009,C020,Patch Management,D3_AF3,Corrective Controls,D3,Cybersecurity Controls,Intermediate,Patches for high-risk vulnerabilities are tested and applied when released or the risk is accepted and accountability assigned.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C020_S010,C020,Patch Management,D3_AF3,Corrective Controls,D3,Cybersecurity Controls,Advanced,"Patch monitoring software is installed on all servers to identify any missing patches for the operating system software, middleware, database, and other key software.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C020_S011,C020,Patch Management,D3_AF3,Corrective Controls,D3,Cybersecurity Controls,Advanced,"The institution monitors patch management reports to ensure security patches are tested and implemented within aggressive time frames (e.g., 0-30 days).",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C020_S012,C020,Patch Management,D3_AF3,Corrective Controls,D3,Cybersecurity Controls,Innovative,The institution develops security patches or bug fixes or contributes to open source code development for systems it uses.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C020_S013,C020,Patch Management,D3_AF3,Corrective Controls,D3,Cybersecurity Controls,Innovative,Segregated or separate systems are in place that mirror production systems allowing for rapid testing and implementation of patches and provide for rapid fallback when needed.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C021_S001,C021,Remediation,D3_AF3,Corrective Controls,D3,Cybersecurity Controls,Baseline,"Issues identified in assessments are prioritized and resolved based on criticality and within the time frames established in the response to the assessment report. (FFIEC Information Security Booklet, page 87)","FFIEC Information Security Booklet, page 87",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C021_S002,C021,Remediation,D3_AF3,Corrective Controls,D3,Cybersecurity Controls,Evolving,"Data is destroyed or wiped on hardware and portable/mobile media when a device is missing, stolen, or no longer needed.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C021_S003,C021,Remediation,D3_AF3,Corrective Controls,D3,Cybersecurity Controls,Evolving,Formal processes are in place to resolve weaknesses identified during penetration testing.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C021_S004,C021,Remediation,D3_AF3,Corrective Controls,D3,Cybersecurity Controls,Intermediate,Remediation efforts are confirmed by conducting a follow-up vulnerability scan.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C021_S005,C021,Remediation,D3_AF3,Corrective Controls,D3,Cybersecurity Controls,Intermediate,"Penetration testing is repeated to confirm that medium- and high-risk, exploitable vulnerabilities have been resolved.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C021_S006,C021,Remediation,D3_AF3,Corrective Controls,D3,Cybersecurity Controls,Intermediate,"Security investigations, forensic analysis, and remediation are performed by qualified staff or third parties.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C021_S007,C021,Remediation,D3_AF3,Corrective Controls,D3,Cybersecurity Controls,Intermediate,"Generally accepted and appropriate forensic procedures, including chain of custody, are used to gather and present evidence to support potential legal action.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C021_S008,C021,Remediation,D3_AF3,Corrective Controls,D3,Cybersecurity Controls,Intermediate,The maintenance and repair of organizational assets are performed by authorized individuals with approved and controlled tools.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C021_S009,C021,Remediation,D3_AF3,Corrective Controls,D3,Cybersecurity Controls,Intermediate,The maintenance and repair of organizational assets are logged in a timely manner.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C021_S010,C021,Remediation,D3_AF3,Corrective Controls,D3,Cybersecurity Controls,Advanced,"All medium and high risk issues identified in penetration testing, vulnerability scanning, and other independent testing are escalated to the board or an appropriate board committee for risk acceptance if not resolved in a timely manner.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C021_S011,C021,Remediation,D3_AF3,Corrective Controls,D3,Cybersecurity Controls,Innovative,The institution is developing technologies that will remediate systems damaged by zero-day attacks to maintain current recovery time objectives.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C022_S001,C022,Connections,D4_AF1,Connections,D4,External Dependency Management,Baseline,"The critical business processes that are dependent on external connectivity have been identified. (FFIEC Information Security Booklet, page 9)","FFIEC Information Security Booklet, page 9",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C022_S002,C022,Connections,D4_AF1,Connections,D4,External Dependency Management,Baseline,"The institution ensures that third-party connections are authorized. (FFIEC Information Security Booklet, page 17)","FFIEC Information Security Booklet, page 17",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C022_S003,C022,Connections,D4_AF1,Connections,D4,External Dependency Management,Baseline,"A network diagram is in place and identifies all external connections. (FFIEC Information Security Booklet, page 9)","FFIEC Information Security Booklet, page 9",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C022_S004,C022,Connections,D4_AF1,Connections,D4,External Dependency Management,Baseline,"Data flow diagrams are in place and document information flow to external parties. (FFIEC Information Security Booklet, page 10)","FFIEC Information Security Booklet, page 10",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C022_S005,C022,Connections,D4_AF1,Connections,D4,External Dependency Management,Evolving,Critical business processes have been mapped to the supporting external connections.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C022_S006,C022,Connections,D4_AF1,Connections,D4,External Dependency Management,Evolving,The network diagram is updated when connections with third parties change or at least annually.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C022_S007,C022,Connections,D4_AF1,Connections,D4,External Dependency Management,Evolving,Network and systems diagrams are stored in a secure manner with proper restrictions on access.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C022_S008,C022,Connections,D4_AF1,Connections,D4,External Dependency Management,Evolving,Controls for primary and backup third-party connections are monitored and tested on a regular basis.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C022_S009,C022,Connections,D4_AF1,Connections,D4,External Dependency Management,Intermediate,"A validated asset inventory is used to create comprehensive diagrams depicting data repositories, data flow, infrastructure, and connectivity.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C022_S010,C022,Connections,D4_AF1,Connections,D4,External Dependency Management,Intermediate,Security controls are designed and verified to detect and prevent intrusions from third-party connections.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C022_S011,C022,Connections,D4_AF1,Connections,D4,External Dependency Management,Intermediate,"Monitoring controls cover all external connections (e.g., third-party service providers, business partners, customers).",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C022_S012,C022,Connections,D4_AF1,Connections,D4,External Dependency Management,Intermediate,Monitoring controls cover all internal network-to-network connections.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C022_S013,C022,Connections,D4_AF1,Connections,D4,External Dependency Management,Advanced,The security architecture is validated and documented before network connection infrastructure changes.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C022_S014,C022,Connections,D4_AF1,Connections,D4,External Dependency Management,Advanced,The institution works closely with third-party service providers to maintain and improve the security of external connections.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C022_S015,C022,Connections,D4_AF1,Connections,D4,External Dependency Management,Innovative,"Diagram(s) of external connections is interactive, shows real-time changes to the network connection infrastructure, new connections, and volume fluctuations, and alerts when risks arise.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C022_S016,C022,Connections,D4_AF1,Connections,D4,External Dependency Management,Innovative,The institution's connections can be segmented or severed instantaneously to prevent contagion from cyber attacks.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C023_S001,C023,Due Diligence,D4_AF2,Relationship Management,D4,External Dependency Management,Baseline,"Risk-based due diligence is performed on prospective third parties before contracts are signed, including reviews of their background, reputation, financial condition, stability, and security controls. (FFIEC Information Security Booklet, page 69)","FFIEC Information Security Booklet, page 69",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C023_S002,C023,Due Diligence,D4_AF2,Relationship Management,D4,External Dependency Management,Baseline,"A list of third-party service providers is maintained. (FFIEC Outsourcing Booklet, page 19)","FFIEC Outsourcing Booklet, page 19",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C023_S003,C023,Due Diligence,D4_AF2,Relationship Management,D4,External Dependency Management,Baseline,"A risk assessment is conducted to identify criticality of service providers. (FFIEC Outsourcing Booklet, page 6)","FFIEC Outsourcing Booklet, page 6",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C023_S004,C023,Due Diligence,D4_AF2,Relationship Management,D4,External Dependency Management,Evolving,A formal process exists to analyze assessments of third-party cybersecurity controls.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C023_S005,C023,Due Diligence,D4_AF2,Relationship Management,D4,External Dependency Management,Evolving,The board or an appropriate board committee reviews a summary of due diligence results including management’s recommendations to use third parties that will affect the institution’s inherent risk profile.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C023_S006,C023,Due Diligence,D4_AF2,Relationship Management,D4,External Dependency Management,Intermediate,"A process is in place to confirm that the institution’s third-party service providers conduct due diligence of their third parties (e.g., subcontractors).",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C023_S007,C023,Due Diligence,D4_AF2,Relationship Management,D4,External Dependency Management,Intermediate,"Pre-contract, physical site visits of high-risk vendors are conducted by the institution or by a qualified third party.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C023_S008,C023,Due Diligence,D4_AF2,Relationship Management,D4,External Dependency Management,Advanced,A continuous process improvement program is in place for third-party due diligence activity.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C023_S009,C023,Due Diligence,D4_AF2,Relationship Management,D4,External Dependency Management,Advanced,Audits of high-risk vendors are conducted on an annual basis.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C023_S010,C023,Due Diligence,D4_AF2,Relationship Management,D4,External Dependency Management,Innovative,The institution promotes sector-wide efforts to build due diligence mechanisms that lead to in-depth and efficient security and resilience reviews.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C023_S011,C023,Due Diligence,D4_AF2,Relationship Management,D4,External Dependency Management,Innovative,The institution is leading efforts to develop new auditable processes and for conducting due diligence and ongoing monitoring of cybersecurity risks posed by third parties.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C024_S001,C024,Contracts,D4_AF2,Relationship Management,D4,External Dependency Management,Baseline,"Formal contracts that address relevant security and privacy requirements are in place for all third parties that process, store, or transmit confidential data or provide critical services. (FFIEC Information Security Booklet, page 7)","FFIEC Information Security Booklet, page 7",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C024_S002,C024,Contracts,D4_AF2,Relationship Management,D4,External Dependency Management,Baseline,"Contracts acknowledge that the third party is responsible for the security of the institution’s confidential data that it possesses, stores, processes, or transmits. (FFIEC Information Security Booklet, page 12)","FFIEC Information Security Booklet, page 12",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C024_S003,C024,Contracts,D4_AF2,Relationship Management,D4,External Dependency Management,Baseline,"Contracts stipulate that the third-party security controls are regularly reviewed and validated by an independent party. (FFIEC Information Security Booklet, page 12)","FFIEC Information Security Booklet, page 12",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C024_S004,C024,Contracts,D4_AF2,Relationship Management,D4,External Dependency Management,Baseline,"Contracts identify the recourse available to the institution should the third party fail to meet defined security requirements. (FFIEC Outsourcing Booklet, page 12)","FFIEC Outsourcing Booklet, page 12",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C024_S005,C024,Contracts,D4_AF2,Relationship Management,D4,External Dependency Management,Baseline,"Contracts establish responsibilities for responding to security incidents. (FFIEC E-Banking Booklet, page 22)","FFIEC E-Banking Booklet, page 22",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C024_S006,C024,Contracts,D4_AF2,Relationship Management,D4,External Dependency Management,Baseline,"Contracts specify the security requirements for the return or destruction of data upon contract termination. (FFIEC Outsourcing Booklet, page 15)","FFIEC Outsourcing Booklet, page 15",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C024_S007,C024,Contracts,D4_AF2,Relationship Management,D4,External Dependency Management,Evolving,"Responsibilities for managing devices (e.g., firewalls, routers) that secure connections with third parties are formally documented in the contract.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C024_S008,C024,Contracts,D4_AF2,Relationship Management,D4,External Dependency Management,Evolving,Responsibility for notification of direct and indirect security incidents and vulnerabilities is documented in contracts or service-level agreements (SLAs).,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C024_S009,C024,Contracts,D4_AF2,Relationship Management,D4,External Dependency Management,Evolving,Contracts stipulate geographic limits on where data can be stored or transmitted.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C024_S010,C024,Contracts,D4_AF2,Relationship Management,D4,External Dependency Management,Intermediate,Third-party SLAs or similar means are in place that require timely notification of security events.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C024_S011,C024,Contracts,D4_AF2,Relationship Management,D4,External Dependency Management,Advanced,Contracts require third-party service provider’s security policies meet or exceed those of the institution.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C024_S012,C024,Contracts,D4_AF2,Relationship Management,D4,External Dependency Management,Advanced,A third-party termination/exit strategy has been established and validated with management.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C024_S013,C024,Contracts,D4_AF2,Relationship Management,D4,External Dependency Management,Innovative,The institution promotes a sector-wide effort to influence contractual requirements for critical third parties to the industry.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C025_S001,C025,Ongoing Monitoring,D4_AF2,Relationship Management,D4,External Dependency Management,Baseline,"The third-party risk assessment is updated regularly. (FFIEC Outsourcing Booklet, page 3)","FFIEC Outsourcing Booklet, page 3",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C025_S002,C025,Ongoing Monitoring,D4_AF2,Relationship Management,D4,External Dependency Management,Baseline,"Audits, assessments, and operational performance reports are obtained and reviewed regularly validating security controls for critical third parties. (FFIEC Information Security Booklet, page 86)","FFIEC Information Security Booklet, page 86",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C025_S003,C025,Ongoing Monitoring,D4_AF2,Relationship Management,D4,External Dependency Management,Baseline,"Ongoing monitoring practices include reviewing critical third-parties’ resilience plans. (FFIEC Outsourcing Booklet, page 19)","FFIEC Outsourcing Booklet, page 19",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C025_S004,C025,Ongoing Monitoring,D4_AF2,Relationship Management,D4,External Dependency Management,Evolving,"A process to identify new third-party relationships is in place, including identifying new relationships that were established without formal approval.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C025_S005,C025,Ongoing Monitoring,D4_AF2,Relationship Management,D4,External Dependency Management,Evolving,A formal program assigns responsibility for ongoing oversight of third-party access.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C025_S006,C025,Ongoing Monitoring,D4_AF2,Relationship Management,D4,External Dependency Management,Evolving,"Monitoring of third parties is scaled, in terms of depth and frequency, according to the risk of the third parties.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C025_S007,C025,Ongoing Monitoring,D4_AF2,Relationship Management,D4,External Dependency Management,Evolving,Automated reminders or ticklers are in place to identify when required third-party information needs to be obtained or analyzed.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C025_S008,C025,Ongoing Monitoring,D4_AF2,Relationship Management,D4,External Dependency Management,Intermediate,Third-party employee access to the institution's confidential data are tracked actively based on the principles of least privilege.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C025_S009,C025,Ongoing Monitoring,D4_AF2,Relationship Management,D4,External Dependency Management,Intermediate,Periodic on-site assessments of high-risk vendors are conducted to ensure appropriate security controls are in place.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C025_S010,C025,Ongoing Monitoring,D4_AF2,Relationship Management,D4,External Dependency Management,Advanced,Third-party employee access to confidential data on third-party hosted systems is tracked actively via automated reports and alerts.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C025_S011,C025,Ongoing Monitoring,D4_AF2,Relationship Management,D4,External Dependency Management,Innovative,The institution is leading efforts to develop new auditable processes for ongoing monitoring of cybersecurity risks posed by third parties.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C026_S001,C026,Planning,D5_AF1,Incident Resilience Planning and Strategy,D5,Cyber Incident Management and Resilience,Baseline,"The institution has documented how it will react and respond to cyber incidents. (FFIEC Business Continuity Planning Booklet, page 4)","FFIEC Business Continuity Planning Booklet, page 4",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C026_S002,C026,Planning,D5_AF1,Incident Resilience Planning and Strategy,D5,Cyber Incident Management and Resilience,Baseline,"Communication channels exist to provide employees a means for reporting information security events in a timely manner. (FFIEC Information Security Booklet, page 83)","FFIEC Information Security Booklet, page 83",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C026_S003,C026,Planning,D5_AF1,Incident Resilience Planning and Strategy,D5,Cyber Incident Management and Resilience,Baseline,"Roles and responsibilities for incident response team members are defined. (FFIEC Information Security Booklet, page 84)","FFIEC Information Security Booklet, page 84",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C026_S004,C026,Planning,D5_AF1,Incident Resilience Planning and Strategy,D5,Cyber Incident Management and Resilience,Baseline,"The response team includes individuals with a wide range of backgrounds and expertise, from many different areas within the institution (e.g., management, legal, public relations, as well as information technology). (FFIEC Information Security Booklet, page 84)","FFIEC Information Security Booklet, page 84",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C026_S005,C026,Planning,D5_AF1,Incident Resilience Planning and Strategy,D5,Cyber Incident Management and Resilience,Baseline,"A formal backup and recovery plan exists for all critical business lines. (FFIEC Business Continuity Planning Booklet, page 4)","FFIEC Business Continuity Planning Booklet, page 4",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C026_S006,C026,Planning,D5_AF1,Incident Resilience Planning and Strategy,D5,Cyber Incident Management and Resilience,Baseline,"The institution plans to use business continuity, disaster recovery, and data backup programs to recover operations following an incident. (FFIEC Information Security Booklet, page 71)","FFIEC Information Security Booklet, page 71",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C026_S007,C026,Planning,D5_AF1,Incident Resilience Planning and Strategy,D5,Cyber Incident Management and Resilience,Evolving,"The remediation plan and process outlines the mitigating actions, resources, and time parameters.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C026_S008,C026,Planning,D5_AF1,Incident Resilience Planning and Strategy,D5,Cyber Incident Management and Resilience,Evolving,"The corporate disaster recovery, business continuity, and crisis management plans have integrated consideration of cyber incidents.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C026_S009,C026,Planning,D5_AF1,Incident Resilience Planning and Strategy,D5,Cyber Incident Management and Resilience,Evolving,Alternative processes have been established to continue critical activity within a reasonable time period.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C026_S010,C026,Planning,D5_AF1,Incident Resilience Planning and Strategy,D5,Cyber Incident Management and Resilience,Evolving,Business impact analyses have been updated to include cybersecurity.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
